,parfamName,yearIndex,culture,environ,equality,parfamCount,pervote,rile,staticRile,avgVote,countryname
70,LIB,1987,9.646,8.684999999999999,1.028,2,20.956999999999997,5.8475,4.61,10.4785,Belgium
71,LIB,1991,8.373,12.525,2.358,2,20.118,-6.492000000000001,4.61,10.059,Belgium
72,LIB,1995,7.806,8.620999999999999,4.1549999999999985,2,23.412,-3.2655,4.61,11.706,Belgium
73,LIB,1999,6.353,3.407,6.2860000000000005,2,24.444000000000006,-1.1245000000000007,4.61,12.222,Belgium
74,LIB,2003,0.299,2.092,6.881999999999999,2,26.752,-14.634,4.61,13.376,Belgium
75,LIB,2007,2.21,9.039,16.785999999999998,3,28.374,8.802999999999997,4.61,9.458,Belgium
76,LIB,2010,1.9869999999999999,3.469,14.812999999999999,3,20.224,17.996333333333336,4.61,6.7413333333333325,Belgium
77,LIB,2014,2.6010000000000004,0.8390000000000001,8.641,1,9.631,-3.859,4.61,9.631,Belgium
78,LIB,2019,2.182,2.494,8.727,1,8.544,-8.0,4.61,8.544,Belgium
79,NAT,1978,4.956,3.4989999999999997,0.875,1,1.371,-2.915,10.25,1.371,Belgium
80,NAT,1981,4.956,3.4989999999999997,0.875,1,1.102,-2.915,10.25,1.102,Belgium
81,NAT,1985,4.956,3.4989999999999997,0.875,1,1.4080000000000001,-2.915,10.25,1.4080000000000001,Belgium
82,NAT,1987,4.956,3.4989999999999997,0.875,1,1.896,-2.915,10.25,1.896,Belgium
83,NAT,1991,4.956,3.4989999999999997,0.875,1,6.576000000000001,-2.915,10.25,6.576000000000001,Belgium
84,NAT,1995,2.793,9.877,0.8170000000000001,1,7.834000000000001,-2.997,10.25,7.834000000000001,Belgium
85,NAT,1999,2.793,9.877,0.8170000000000001,1,9.87,-2.997,10.25,9.87,Belgium
86,NAT,2003,2.793,9.877,0.8170000000000001,1,11.68,-2.997,10.25,11.68,Belgium
87,NAT,2007,3.258,1.409,3.0380000000000003,1,11.99,24.570999999999998,10.25,11.99,Belgium
88,NAT,2010,0.0,0.44,0.44,1,7.763,39.44300000000001,10.25,7.763,Belgium
89,NAT,2014,1.966,1.311,4.063,1,3.673,17.3,10.25,3.673,Belgium
90,NAT,2019,2.419,2.5,7.621,1,11.949000000000002,8.387,10.25,11.949000000000002,Belgium
91,SOC,1946,0.0,0.8,3.4,1,32.85,-13.5,-14.0,32.85,Belgium
92,SOC,1949,0.6,0.2,26.6,1,29.747,-50.0,-14.0,29.747,Belgium
93,SOC,1950,0.0,0.0,6.8,1,35.91,-13.5,-14.0,35.91,Belgium
94,SOC,1954,2.0,0.0,5.0,1,38.99,-31.0,-14.0,38.99,Belgium
95,SOC,1958,0.958,0.319,7.987,1,37.47,-19.489,-14.0,37.47,Belgium
96,SOC,1961,1.5630000000000002,0.0,1.5630000000000002,1,36.722,-19.531,-14.0,36.722,Belgium
97,SOC,1965,9.722000000000001,0.397,3.373,1,28.281,-30.951999999999998,-14.0,28.281,Belgium
98,SOC,1968,9.045,0.0,1.508,1,27.987,0.503,-14.0,27.987,Belgium
99,SOC,1971,1.974,4.934,2.6319999999999997,1,27.238000000000003,-25.329,-14.0,27.238000000000003,Belgium
100,SOC,1974,2.8569999999999998,1.905,6.19,1,26.656,-39.048,-14.0,26.656,Belgium
101,SOC,1977,4.292,2.897,7.511,1,27.035,-26.073,-14.0,27.035,Belgium
102,SOC,1978,4.421,6.756,14.351999999999995,2,25.381,-14.4745,-14.0,12.6905,Belgium
103,SOC,1981,6.4700000000000015,8.179,11.993,2,25.057,-21.612,-14.0,12.5285,Belgium
104,SOC,1985,10.16,13.341,6.0,2,28.309,-16.8385,-14.0,14.1545,Belgium
105,SOC,1987,14.672,9.622,8.811,2,30.538,-20.8385,-14.0,15.268999999999998,Belgium
106,SOC,1991,6.17,11.48,7.597,2,25.465000000000003,-10.4095,-14.0,12.732500000000002,Belgium
107,SOC,1995,2.6489999999999996,8.455,9.912,2,24.428,-19.3075,-14.0,12.214,Belgium
108,SOC,1999,2.086,11.042,10.564,2,19.714000000000002,-8.149000000000001,-14.0,9.857000000000001,Belgium
109,SOC,2003,1.473,3.391,26.72,2,27.932,-19.44,-14.0,13.966,Belgium
110,SOC,2007,3.08,7.286,57.33800000000001,4,21.123,-20.149500000000003,-14.0,5.28075,Belgium
111,SOC,2010,1.475,4.147,20.793000000000003,2,22.94,-19.6485,-14.0,11.47,Belgium
112,SOC,2014,4.093,2.969,17.826,1,8.829000000000002,-15.502,-14.0,8.829000000000002,Belgium
113,SOC,2019,2.431,4.144,28.039,1,6.711,-19.199,-14.0,6.711,Belgium
